best_match_score,__id_left,__id_right,Account_Num,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Provider_Num,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments
-0.43940178405217806,14417,197602,14417,ESTES PARK MEDICAL CENTER,555 PROSPECT AVE,ESTES PARK,CO,80517,LARIMER,(970) 577-4470,Critical Access Hospitals,Government - Hospital District or Authority,197602,ORANGE PARK MEDICAL CENTER,2001 KINGSLEY AVE,ORANGE PARK,FL,32073,91,64365.84,6069.66,5234.12
1.2035612659956016,54407,420574,54407,TALLAHASSEE MEMORIAL HOSPITAL,1300 MICCOSUKEE RD,TALLAHASSEE,FL,32308,LEON,(850) 431-5380,Acute Care Hospitals,Voluntary non-profit - Private,420574,TALLAHASSEE MEMORIAL HOSPITAL,1300 MICCOSUKEE RD,TALLAHASSEE,FL,32308,160,25048.74,6583.14,5595.64
-0.6836923669342972,71703,220862,71703,SOUTHWEST HEALTHCARE SERVICES,802 2ND ST NW,BOWMAN,ND,58623,BOWMAN,(701) 523-5265,Critical Access Hospitals,Voluntary non-profit - Private,220862,TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER,435 2ND ST,NEWPORT,TN,37821,11,21812.82,5307.73,4141.91
-0.3444416061907571,22010,512582,22010,FREEMAN MEDICAL CENTER - CAH,510 E 8TH ST  POST OFFICE BOX 370,FREEMAN,SD,57029,HUTCHINSON,(605) 925-4000,Critical Access Hospitals,Voluntary non-profit - Private,512582,SANFORD USD MEDICAL CENTER,1305 W 18TH ST  POST OFFICE BOX 5039,SIOUX FALLS,SD,57117,102,29172.06,7487.07,5742.84
-0.4835428232845571,64837,120222,64837,GARFIELD COUNTY MEMORIAL HOSPITAL,66 NORTH SIXTH STREET,POMEROY,WA,99347,GARFIELD,(509) 843-1591,Critical Access Hospitals,Government - Hospital District or Authority,120222,GARRETT COUNTY MEMORIAL HOSPITAL,251 NORTH  FOURTH STREET,OAKLAND,MD,21550,31,10745.42,9914.84,9110.97
1.2508769518705194,27073,101172,27073,ST LUKE'S HOSPITAL,5901 MONCLOVA ROAD,MAUMEE,OH,43537,LUCAS,(419) 893-5900,Acute Care Hospitals,Voluntary non-profit - Other,101172,ST LUKE'S HOSPITAL,5901 MONCLOVA ROAD,MAUMEE,OH,43537,82,16977.67,5798.18,4438.68
-0.26643775593487856,23968,171790,23968,IOWA SPECIALTY HOSPITAL-CLARION,1316 SOUTH MAIN STREET,CLARION,IA,50525,WRIGHT,(515) 532-2811,Critical Access Hospitals,Government - Local,171790,CLARION HOSPITAL,ONE HOSPITAL DRIVE,CLARION,PA,16214,31,12425.61,7234.19,5603.19
1.657324371131533,54371,434762,54371,MERIT HEALTH RIVER REGION,2100 HWY 61 N,VICKSBURG,MS,39183,WARREN,(601) 883-5000,Acute Care Hospitals,Proprietary,434762,MERIT HEALTH RIVER REGION,2100 HWY 61 N,VICKSBURG,MS,39183,46,42034.35,6133.2,4879.63
-0.14101726629994618,62688,597818,62688,CHI HEALTH SCHUYLER,104 WEST 17TH ST,SCHUYLER,NE,68661,COLFAX,(402) 352-2441,Critical Access Hospitals,Voluntary non-profit - Private,597818,CHI HEALTH ST ELIZABETH,555 SOUTH 70TH ST,LINCOLN,NE,68510,49,23869.41,5963.65,4943.69
1.2923404941910819,15012,250502,15012,STEWARD SEBASTIAN RIVER MEDICAL CENTER,13695 US HWY 1,SEBASTIAN,FL,32978,INDIAN RIVER,(772) 589-3187,Acute Care Hospitals,Proprietary,250502,SEBASTIAN RIVER MEDICAL CENTER,13695 US HWY 1,SEBASTIAN,FL,32978,57,48183.67,5186.88,4221.61
-0.7229380612609756,72641,105653,72641,HUTCHINGS PSYCHIATRIC CTR,620 MADISON STREET,SYRACUSE,NY,13210,ONONDAGA,(315) 473-4980,Psychiatric,Government - State,105653,CROUSE HOSPITAL,736 IRVING AVENUE,SYRACUSE,NY,13210,79,16734.63,7816.15,6564.91
-0.6780804483807207,70312,153304,70312,MOUNDVIEW MEMORIAL HOSPITAL AND CLINICS,402 W LAKE ST,FRIENDSHIP,WI,53934,ADAMS,(608) 339-3331,Critical Access Hospitals,Voluntary non-profit - Private,153304,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,800 W 9TH ST,JASPER,IN,47546,42,12826.52,5287.24,4372.57
1.1614897950827223,60516,197554,60516,UNIVERSITY HOSPITAL,1350 WALTON WAY,AUGUSTA,GA,30901,RICHMOND,(706) 722-9011,Acute Care Hospitals,Government - Hospital District or Authority,197554,UNIVERSITY HOSPITAL,1350 WALTON WAY,AUGUSTA,GA,30901,177,18618.56,6068.01,5148.79
-0.9105554715836098,11482,525770,11482,BIG HORN HOSPITAL,17 N MILES,HARDIN,MT,59034,BIG HORN,(406) 665-2310,Critical Access Hospitals,Government - Local,525770,BILLINGS CLINIC HOSPITAL,2800 10TH AVE N,BILLINGS,MT,59101,71,14353.18,6722.37,5650.7
1.2723196061036885,22847,643872,22847,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,SAN DIEGO,(619) 294-8111,Acute Care Hospitals,Voluntary non-profit - Private,643872,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,90,43341.89,9275.31,8164.71
1.3999387359206343,59728,174682,59728,GUADALUPE REGIONAL MEDICAL CENTER,1215 E COURT ST,SEGUIN,TX,78155,GUADALUPE,(830) 379-2411,Acute Care Hospitals,Voluntary non-profit - Other,174682,GUADALUPE REGIONAL MEDICAL CENTER,1215 E COURT ST,SEGUIN,TX,78155,48,18269.88,5518.58,4752.23
1.2511277345564709,26798,766293,26798,GRANDVIEW HOSPITAL & MEDICAL CENTER,405 GRAND AVENUE,DAYTON,OH,45405,MONTGOMERY,(937) 723-3200,Acute Care Hospitals,Voluntary non-profit - Other,766293,GRANDVIEW HOSPITAL & MEDICAL CENTER,405 GRAND AVENUE,DAYTON,OH,45405,89,37377.39,8265.42,5941.28
-0.731828155694877,76739,341360,76739,CYPRESS POINTE SURGICAL HOSPITAL,42570 SOUTH AIRPORT RD,HAMMOND,LA,70403,TANGIPAHOA,(985) 510-6200,Acute Care Hospitals,Physician,341360,LENOIR MEMORIAL HOSPITAL,100 AIRPORT RD,KINSTON,NC,28501,128,15932.91,6475.63,5194.14
1.504277554259065,45471,757140,45471,CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BLVD,LOS ANGELES,CA,90048,LOS ANGELES,(310) 423-5000,Acute Care Hospitals,Voluntary non-profit - Other,757140,CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BLVD,LOS ANGELES,CA,90048,280,90638.59,11020.14,7861.32
1.5058928580648363,40542,700496,40542,NORWEGIAN-AMERICAN HOSPITAL,1044 N FRANCISCO AVE,CHICAGO,IL,60622,COOK,(773) 292-8200,Acute Care Hospitals,Voluntary non-profit - Private,700496,NORWEGIAN-AMERICAN HOSPITAL,1044 N FRANCISCO AVE,CHICAGO,IL,60622,23,23213.0,8956.91,8162.04
2.1476963576793593,52474,610170,52474,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,"US HWY 191, HOSPITAL ROAD",CHINLE,AZ,86503,APACHE,(928) 674-7001,Acute Care Hospitals,Government - Federal,610170,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,"US HWY 191, HOSPITAL ROAD",CHINLE,AZ,86503,11,6218.55,11296.73,10484.73
-0.75151389779854,43556,115756,43556,REDINGTON FAIRVIEW GENERAL HOSPITAL,46 FAIRVIEW AVE   PO BOX 468,SKOWHEGAN,ME,4976,SOMERSET,(207) 474-5121,Critical Access Hospitals,Proprietary,115756,SOUTHAMPTON MEMORIAL HOSPITAL,100 FAIRVIEW DRIVE - PO BOX 817,FRANKLIN,VA,23851,23,31232.22,6954.78,6063.65
-0.2987593053599819,50536,770937,50536,KAISER PERMANENTE CENTRAL HOSPITAL,201 - 16TH AVENUE EAST,SEATTLE,WA,98112,KING,(206) 326-3000,Acute Care Hospitals,Voluntary non-profit - Other,770937,HARBORVIEW MEDICAL CENTER,325 9TH AVENUE,SEATTLE,WA,98104,28,26372.25,10818.14,9104.46
0.4754258299128425,30769,598490,30769,ST VINCENT EVANSVILLE,3700 WASHINGTON AVE,EVANSVILLE,IN,47750,VANDERBURGH,(812) 485-4000,Acute Care Hospitals,Voluntary non-profit - Private,598490,ST MARY'S MEDICAL CENTER,3700 WASHINGTON AVE,EVANSVILLE,IN,47750,81,21428.49,5866.75,4889.52
0.4497670734985605,75966,876220,75966,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,4300 E FLAMINGO AVE,NAMPA,ID,83687,CANYON,(208) 205-0050,Acute Care Hospitals,Voluntary non-profit - Church,876220,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,1512 TWELFTH AVENUE ROAD,NAMPA,ID,83686,32,25280.63,5977.06,5219.31
2.0315147591570617,15861,473821,15861,CAPE CANAVERAL HOSPITAL,701 W COCOA BEACH CAUSEWAY,COCOA BEACH,FL,32932,BREVARD,(321) 799-7111,Acute Care Hospitals,Voluntary non-profit - Private,473821,CAPE CANAVERAL HOSPITAL,701 W COCOA BEACH CAUSEWAY,COCOA BEACH,FL,32932,58,22522.19,5520.02,4616.78
1.5343186590550741,90198,425594,90198,HOLY SPIRIT HOSPITAL,503 NORTH 21ST STREET,CAMP HILL,PA,17011,CUMBERLAND,(717) 763-2100,Acute Care Hospitals,Voluntary non-profit - Private,425594,HOLY SPIRIT HOSPITAL,503 NORTH 21ST STREET,CAMP HILL,PA,17011,65,25563.08,5789.83,4626.88
0.040397061253134775,85868,635919,85868,ALLIANCEHEALTH CLINTON,100 NORTH 30TH STREET,CLINTON,OK,73601,CUSTER,(580) 323-2363,Acute Care Hospitals,Voluntary non-profit - Other,635919,ALLIANCEHEALTH PONCA CITY,1900 NORTH 14TH STREET,PONCA CITY,OK,74601,27,31052.33,5720.37,4786.52
-0.8396284587955272,42109,142631,42109,MARSHFIELD MEDICAL CENTER - NEILLSVILLE,216 SUNSET PLACE,NEILLSVILLE,WI,54456,CLARK,(715) 743-3101,Critical Access Hospitals,Voluntary non-profit - Church,142631,LEXINGTON MEDICAL CENTER,2720 SUNSET BLVD,WEST COLUMBIA,SC,29169,148,33638.24,6288.45,4620.11
1.7549919155665412,68607,511437,68607,EDWARD W SPARROW HOSPITAL,1215 E MICHIGAN AVENUE,LANSING,MI,48912,INGHAM,(517) 364-1000,Acute Care Hospitals,Voluntary non-profit - Other,511437,EDWARD W SPARROW HOSPITAL,1215 E MICHIGAN AVENUE,LANSING,MI,48912,146,26754.6,7902.93,6527.74
-0.7582800819555886,62751,724282,62751,TEXAS STAR RECOVERY,1106  WEST DITTMAR RD,AUSTIN,TX,78745,TRAVIS,(512) 444-4835,Psychiatric,Proprietary,724282,SOUTH TEXAS HEALTH SYSTEM,1102 W TRENTON ROAD,EDINBURG,TX,78539,107,57192.15,7575.05,6407.3
1.2682662872128712,68234,764143,68234,METHODIST HOSPITALS INC,600 GRANT ST,GARY,IN,46402,LAKE,(219) 886-4000,Acute Care Hospitals,Voluntary non-profit - Private,764143,METHODIST HOSPITALS INC,600 GRANT ST,GARY,IN,46402,179,20227.74,6668.94,5796.13
-0.6771302127789252,75480,300296,75480,PACIFIC GROVE HOSPITAL,5900 BROCKTON AVE,RIVERSIDE,CA,92506,RIVERSIDE,(951) 275-8400,Psychiatric,Proprietary,300296,RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVENUE,RIVERSIDE,CA,92501,55,68434.55,9476.84,8222.69
1.8409481335818012,94000,377018,94000,CAYUGA MEDICAL CENTER AT ITHACA,101 DATES DRIVE,ITHACA,NY,14850,TOMPKINS,(607) 274-4401,Acute Care Hospitals,Voluntary non-profit - Private,377018,CAYUGA MEDICAL CENTER AT ITHACA,101 DATES DRIVE,ITHACA,NY,14850,44,8580.5,6513.25,5725.43
-0.3926635687432742,16655,238055,16655,JASPER GENERAL HOSPITAL,15 SOUTH 6TH STREET,BAY SPRINGS,MS,39422,JASPER,(601) 764-2101,Acute Care Hospitals,Government - Local,238055,YALOBUSHA GENERAL HOSPITAL,630 SOUTH MAIN STREET,WATER VALLEY,MS,38965,17,6996.53,6067.35,5084.06
-0.5780655152655442,49413,726660,49413,RAPPAHANNOCK GENERAL HOSPITAL,101 HARRIS ROAD,KILMARNOCK,VA,22482,LANCASTER,(804) 435-8000,Critical Access Hospitals,Voluntary non-profit - Private,726660,RIVERSIDE TAPPAHANNOCK HOSPITAL,618 HOSPITAL ROAD,TAPPAHANNOCK,VA,22560,11,16965.18,6744.18,5590.55
1.5071592754154892,39207,237754,39207,SIBLEY MEMORIAL HOSPITAL,5255 LOUGHBORO RD NW,WASHINGTON,DC,20016,THE DISTRICT,(202) 537-4680,Acute Care Hospitals,Voluntary non-profit - Other,237754,SIBLEY MEMORIAL HOSPITAL,5255 LOUGHBORO RD NW,WASHINGTON,DC,20016,65,28003.68,5640.09,4614.25
1.72908503446522,30909,584022,30909,UNIVERSITY OF NORTH CAROLINA HOSPITAL,101 MANNING DRIVE,CHAPEL HILL,NC,27514,ORANGE,(919) 966-4141,Acute Care Hospitals,Government - State,584022,UNIVERSITY OF NORTH CAROLINA HOSPITAL,101 MANNING DRIVE,CHAPEL HILL,NC,27514,163,26054.82,11833.06,7881.44
1.7290643755379131,86514,487670,86514,"MOUNTAIN VISTA MEDICAL CENTER, LP",1301 SOUTH CRISMON ROAD,MESA,AZ,85209,MARICOPA,(480) 358-6100,Acute Care Hospitals,Proprietary,487670,"MOUNTAIN VISTA MEDICAL CENTER, LP",1301 SOUTH CRISMON ROAD,MESA,AZ,85209,25,31233.4,6920.4,6184.08
1.329518421436757,77589,421840,77589,"COFFEE REGIONAL MEDICAL CENTER, INC",1101 OCILLA ROAD,DOUGLAS,GA,31533,COFFEE,(912) 383-5620,Acute Care Hospitals,Government - Hospital District or Authority,421840,COFFEE REGIONAL MEDICAL CENTER,1101 OCILLA ROAD,DOUGLAS,GA,31533,37,18895.95,5560.35,4600.35
1.9189926694035886,57334,449060,57334,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,CHULA VISTA,CA,91911,SAN DIEGO,(619) 502-5800,Acute Care Hospitals,Proprietary,449060,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,CHULA VISTA,CA,91911,75,52042.93,8514.29,7759.23
-1.3666148866780012,49616,779386,49616,MID HUDSON FORENSIC PSYCHIATRIC CTR,BOX 158 ROUTE 17M,NEW HAMPTON,NY,10958,ORANGE,(845) 374-3171,Psychiatric,Government - State,779386,BELLEVUE HOSPITAL CENTER,462 FIRST AVENUE,NEW YORK,NY,10016,26,39950.54,16247.31,14176.81
1.2894937123919912,60093,490895,60093,HILO MEDICAL CENTER,1190 WAIANUENUE AVENUE,HILO,HI,96720,HAWAII,(808) 932-3000,Acute Care Hospitals,Government - State,490895,HILO MEDICAL CENTER,1190 WAIANUENUE AVENUE,HILO,HI,96720,60,24212.02,10351.73,9079.72
-0.814903174374225,71292,153304,71292,LECOM HEALTH CORRY MEMORIAL HOSPITAL,965 SHAMROCK LANE,CORRY,PA,16407,ERIE,(814) 664-4641,Critical Access Hospitals,Government - Hospital District or Authority,153304,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,800 W 9TH ST,JASPER,IN,47546,42,12826.52,5287.24,4372.57
2.1858101152193066,68169,770248,68169,"ASCENSION VIA CHRISTI HOSPITALS WICHITA, INC.",929 NORTH ST FRANCIS STREET,WICHITA,KS,67214,SEDGWICK,(316) 268-5000,Acute Care Hospitals,Voluntary non-profit - Church,770248,"VIA CHRISTI HOSPITALS WICHITA, INC",929 NORTH ST FRANCIS STREET,WICHITA,KS,67214,125,30499.94,6072.96,5292.43
1.9885185282159434,52341,381423,52341,GERALD CHAMPION REGIONAL MEDICAL CENTER,2669 NORTH SCENIC DRIVE,ALAMOGORDO,NM,88310,OTERO,(575) 443-6100,Acute Care Hospitals,Voluntary non-profit - Private,381423,GERALD CHAMPION REGIONAL MEDICAL CENTER,2669 NORTH SCENIC DRIVE,ALAMOGORDO,NM,88310,17,34512.41,8671.47,7918.76
1.3639787859253971,46626,690188,46626,OSCEOLA REGIONAL MEDICAL CENTER,700 WEST OAK STREET,KISSIMMEE,FL,34741,OSCEOLA,(407) 846-2266,Acute Care Hospitals,Proprietary,690188,OSCEOLA REGIONAL MEDICAL CENTER,700 WEST OAK STREET,KISSIMMEE,FL,34741,73,55338.25,6369.86,5669.1
-0.7373516049007631,82377,366587,82377,BENSON HOSPITAL,450 SOUTH OCOTILLO AVENUE,BENSON,AZ,85602,COCHISE,(520) 586-2261,Critical Access Hospitals,Voluntary non-profit - Private,366587,YUMA REGIONAL MEDICAL CENTER,2400 SOUTH AVENUE A,YUMA,AZ,85364,76,20011.66,6957.63,6068.84
-0.47512497972364265,85642,239680,85642,LDS HOSPITAL,8TH AVENUE AND C STREET,SALT LAKE CITY,UT,84143,SALT LAKE,(801) 408-1100,Acute Care Hospitals,Voluntary non-profit - Private,239680,ST MARK'S HOSPITAL,1200 EAST 3900 SOUTH,SALT LAKE CITY,UT,84124,53,27206.66,6387.87,5328.74
-0.8260185645472448,24516,423911,24516,OSBORNE COUNTY MEMORIAL HOSPITAL,424 W NEW HAMPSHIRE STREET,OSBORNE,KS,67473,OSBORNE,(785) 346-2121,Critical Access Hospitals,Government - Local,423911,COFFEY COUNTY HOSPITAL,801 NORTH 4TH STREET,BURLINGTON,KS,66839,12,7944.33,8931.25,7742.17
1.5924525860527166,29295,790803,29295,GOOD SAMARITAN REGIONAL MEDICAL CENTER,3600 NW SAMARITAN DRIVE,CORVALLIS,OR,97330,BENTON,(541) 768-5111,Acute Care Hospitals,Voluntary non-profit - Private,790803,GOOD SAMARITAN REGIONAL MEDICAL CENTER,3600 NW SAMARITAN DRIVE,CORVALLIS,OR,97330,61,26671.43,8704.95,7414.98
1.3292784920160452,83557,490275,83557,HARRINGTON MEMORIAL HOSPITAL-1,100 SOUTH STREET,SOUTHBRIDGE,MA,1550,WORCESTER,(508) 765-9771,Acute Care Hospitals,Voluntary non-profit - Private,490275,HARRINGTON MEMORIAL HOSPITAL-1,100 SOUTH STREET,SOUTHBRIDGE,MA,1550,40,10175.2,7522.75,6353.78
2.128112867784915,54847,322975,54847,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE,HWY 43 S BOX 847,LAWRENCEBURG,TN,38464,LAWRENCE,(931) 762-6571,Acute Care Hospitals,Voluntary non-profit - Other,322975,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE,HWY 43 S BOX 847,LAWRENCEBURG,TN,38464,25,23008.76,5835.44,5062.64
1.4869993719111638,93638,645064,93638,ST ANTHONY COMMUNITY HOSPITAL,15 MAPLE AVENUE -19,WARWICK,NY,10990,ORANGE,(845) 986-2276,Acute Care Hospitals,Voluntary non-profit - Church,645064,ST ANTHONY COMMUNITY HOSPITAL,15 - 19  MAPLE AVENUE,WARWICK,NY,10990,29,44479.45,6691.17,5852.14
-0.6516029108687447,81832,509213,81832,CLEVELAND CLINIC AVON HOSPITAL,33300 CLEVELAND CLINIC BLVD,AVON,OH,44011,LORAIN,(216) 636-7727,Acute Care Hospitals,Voluntary non-profit - Private,509213,CLEVELAND CLINIC,9500 EUCLID AVENUE,CLEVELAND,OH,44195,336,32617.26,8655.07,6463.02
-0.8004446251453767,77657,344388,77657,NORTH OTTAWA COMMUNITY HEALTH SYSTEM,1309 SHELDON RD,GRAND HAVEN,MI,49417,OTTAWA,(616) 842-3600,Acute Care Hospitals,Government - Hospital District or Authority,344388,COMMUNITY HOSPITAL,2351 G RD,GRAND JUNCTION,CO,81505,15,27103.2,5264.53,4579.47
1.8969271777632064,10577,876409,10577,MARGARET R PARDEE MEMORIAL HOSPITAL,800 N JUSTICE ST,HENDERSONVILLE,NC,28791,HENDERSON,(828) 696-1000,Acute Care Hospitals,Government - Local,876409,MARGARET R PARDEE MEMORIAL HOSPITAL,800 N JUSTICE ST,HENDERSONVILLE,NC,28791,63,13618.83,5558.59,4380.05
-0.6394726720134524,38993,575923,38993,DOOR COUNTY MEDICAL CENTER,323 SOUTH 18TH AVENUE,STURGEON BAY,WI,54235,DOOR,(920) 743-5566,Critical Access Hospitals,Voluntary non-profit - Church,575923,HONORHEALTH DEER VALLEY MEDICAL CENTER,19829 NORTH 27TH AVENUE,PHOENIX,AZ,85027,25,33734.52,6280.24,5510.8
-0.13013434009873265,65564,239525,65564,REGIONAL GENERAL HOSPITAL WILLISTON,125 SW 7TH ST,WILLISTON,FL,32696,LEVY,(352) 528-2801,Acute Care Hospitals,Proprietary,239525,WESTCHESTER GENERAL HOSPITAL,2500 SW 75TH AVE,MIAMI,FL,33155,19,29032.47,7986.74,6981.37
-1.8227213736351,54163,692441,54163,88th Medical Group (Wright-Patterson AFB),88 MDG 4881 Sugar Maple Dr.,Wright-Patterson AFB,OH,45433,GREENE,(937) 257-9926,Acute Care - Department of Defense,Department of Defense,692441,GENESIS HOSPITAL,2951 MAPLE AVENUE,ZANESVILLE,OH,43701,115,17382.63,6902.97,5737.73
1.402692327702176,54564,168893,54564,ST LUKE'S DES PERES HOSPITAL,2345 DOUGHERTY FERRY ROAD,SAINT LOUIS,MO,63122,ST. LOUIS,(314) 966-9100,Acute Care Hospitals,Proprietary,168893,DES PERES HOSPITAL,2345 DOUGHERTY FERRY ROAD,SAINT LOUIS,MO,63122,30,33617.83,6231.57,5071.67
-1.0898723869023845,21656,334296,21656,INCLINE VILLAGE HEALTH CENTER,880 ALDER STREET,INCLINE VILLAGE,NV,89451,WASHOE,(775) 833-4100,Critical Access Hospitals,Government - Hospital District or Authority,334296,RENOWN REGIONAL MEDICAL CENTER,1155 MILL STREET,RENO,NV,89502,63,31332.95,6953.56,5660.67
-0.3170610273243439,55097,214254,55097,LODI COMMUNITY HOSPITAL,225 ELYRIA STREET,LODI,OH,44254,MEDINA,(330) 948-1222,Critical Access Hospitals,Voluntary non-profit - Private,214254,LODI MEMORIAL HOSPITAL,975 S FAIRMONT AVENUE,LODI,CA,95240,65,71103.95,7784.09,6994.92
1.3017572911248065,31391,880765,31391,RHODE ISLAND HOSPITAL,593 EDDY STREET,PROVIDENCE,RI,2903,PROVIDENCE,(401) 444-4000,Acute Care Hospitals,Voluntary non-profit - Private,880765,RHODE ISLAND HOSPITAL,593 EDDY STREET,PROVIDENCE,RI,2903,195,29124.14,10099.43,8432.86
0.2216423585160106,51811,496141,51811,NEW ORLEANS EAST HOSPITAL,5620 READ BLVD,NEW ORLEANS,LA,70127,ORLEANS,(504) 592-6600,Acute Care Hospitals,Government - Hospital District or Authority,496141,UNIVERSITY MEDICAL CENTER NEW ORLEANS,2000 CANAL STREET,NEW ORLEANS,LA,70112,24,13461.38,15441.92,13425.25
0.019769468382154532,45243,132659,45243,SUMMIT MEDICAL CENTER,6350 E 2ND STREET,CASPER,WY,82609,NATRONA,(307) 232-6600,Acute Care Hospitals,Physician,132659,WYOMING MEDICAL CENTER,1233 EAST 2ND ST,CASPER,WY,82601,63,20536.25,6322.21,4972.06
1.6798191083966716,85877,385396,85877,"SAINT FRANCIS HOSPITAL SOUTH, LLC",10501 EAST 91ST STREET SOUTH,TULSA,OK,74133,TULSA,(918) 307-6000,Acute Care Hospitals,Voluntary non-profit - Private,385396,"SAINT FRANCIS HOSPITAL SOUTH, LLC",10501 EAST 91ST STREET SOUTH,TULSA,OK,74133,50,20771.74,5457.98,4398.46
1.6164983828578563,87265,512222,87265,OLMSTED MEDICAL CENTER,1650 FOURTH STREET SOUTHEAST,ROCHESTER,MN,55904,OLMSTED,(507) 287-2761,Acute Care Hospitals,Voluntary non-profit - Private,512222,OLMSTED MEDICAL CENTER,1650 FOURTH STREET SOUTHEAST,ROCHESTER,MN,55904,16,16428.69,7706.63,6075.81
1.283337045644406,39505,854501,39505,MILLCREEK COMMUNITY HOSPITAL,5515 PEACH STREET,ERIE,PA,16509,ERIE,(814) 864-4031,Acute Care Hospitals,Voluntary non-profit - Private,854501,MILLCREEK COMMUNITY HOSPITAL,5515 PEACH STREET,ERIE,PA,16509,22,13057.77,7300.32,5735.95
-0.8756193766331819,85049,578042,85049,ROCKCASTLE REGIONAL HOSPITAL & RESPIRATORY CARE CT,145 NEWCOMB AVENUE,MOUNT VERNON,KY,40456,ROCKCASTLE,(606) 256-2195,Acute Care Hospitals,Voluntary non-profit - Private,578042,GOOD SAMARITAN REGIONAL HLTH CENTER,1 GOOD SAMARITAN WAY,MOUNT VERNON,IL,62864,39,15918.26,5540.54,4786.69
-0.41554680134030875,61879,245292,61879,SANFORD JACKSON MEDICAL CENTER,1430 NORTH HIGHWAY,JACKSON,MN,56143,JACKSON,(507) 847-2420,Critical Access Hospitals,Voluntary non-profit - Private,245292,SANFORD MEDICAL CENTER FARGO,801 BROADWAY NORTH,FARGO,ND,58122,102,19531.71,6803.19,5333.5
-0.32754823967012897,84549,416060,84549,ST LUKE'S MCCALL,1000 STATE STREET,BURGDORF,ID,83638,VALLEY,(208) 630-2395,Critical Access Hospitals,Voluntary non-profit - Private,416060,ST LUKE'S REGIONAL MEDICAL CENTER,190 EAST BANNOCK STREET,BOISE,ID,83712,68,26564.97,6514.51,5631.87
1.3109884160994185,62917,632146,62917,WELLSTAR DOUGLAS HOSPITAL,8954 HOSPITAL DRIVE,DOUGLASVILLE,GA,30134,DOUGLAS,(770) 949-1500,Acute Care Hospitals,Voluntary non-profit - Private,632146,WELLSTAR DOUGLAS HOSPITAL,8954 HOSPITAL DRIVE,DOUGLASVILLE,GA,30134,92,30321.02,5847.57,5013.04
-0.7976655380655232,59226,569481,59226,COX BARTON COUNTY HOSPITAL,29 NW 1ST LANE,LAMAR,MO,64759,BARTON,(417) 682-6081,Critical Access Hospitals,Government - Local,569481,COX MEDICAL CENTERS,3801 SOUTH NATIONAL AVENUE,SPRINGFIELD,MO,65807,173,20865.68,6003.72,5130.22
-0.011047800632330648,46158,454662,46158,READING HOSPITAL,420 S 5TH AVENUE,WEST READING,PA,19611,BERKS,(610) 988-8000,Acute Care Hospitals,Voluntary non-profit - Other,454662,READING HOSPITAL,SIXTH AVENUE AND SPRUCE ST,READING,PA,19603,183,24293.79,7783.14,5625.44
-0.5090115185312796,28588,826888,28588,PIPESTONE COUNTY  MEDICAL CENTER,916 4TH AVENUE SOUTHWEST,PIPESTONE,MN,56164,PIPESTONE,(507) 825-5811,Critical Access Hospitals,Government - Local,826888,DOUGLAS COUNTY HOSPITAL,111 17TH AVENUE EAST,ALEXANDRIA,MN,56308,30,21632.7,6407.27,5380.6
-0.6058973973840706,10932,830508,10932,CHEYENNE COUNTY HOSPITAL,210 WEST 1ST STREET,ST FRANCIS,KS,67756,CHEYENNE,(785) 332-2104,Critical Access Hospitals,Voluntary non-profit - Private,830508,OLATHE MEDICAL CENTER,20333 WEST 151ST STREET,OLATHE,KS,66061,119,26885.15,5322.08,4454.5
-0.35070738568281073,48939,714554,48939,JAMESTOWN REGIONAL MEDICAL CENTER,2422 20TH ST SW,JAMESTOWN,ND,58401,STUTSMAN,(701) 252-1050,Critical Access Hospitals,Voluntary non-profit - Private,714554,LARGO MEDICAL CENTER,201 14TH ST SW,LARGO,FL,33770,103,50571.74,6409.9,5414.98
1.7501984042744962,75198,829951,75198,UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,2451 FILLINGIM STREET,MOBILE,AL,36617,MOBILE,(251) 471-7110,Acute Care Hospitals,Government - State,829951,UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,2451 FILLINGIM STREET,MOBILE,AL,36617,13,8031.0,9496.23,8906.08
